id,mathematics_interest,physics_interest,chemistry_interest,biology_interest,computer_interest,accountancy_interest,economics_interest,business_interest,history_political_science_interest,psychology_interest,logical_reasoning,numerical_ability,scientific_interest,problem_solving,communication,leadership,creativity,empathy,research_interest,public_speaking,technology_interest,medical_healthcare_interest,business_finance_interest,social_issues_interest,government_public_service_interest,law_debate_interest,teaching_interest,long_study_willingness,stress_tolerance,risk_tolerance,teamwork,people_interaction,career_choice
5533,9,4,8,3,9,4,4,3,2,5,7,6,7,7,5,6,6,4,8,4,8,3,4,2,4,4,2,9,8,5,5,6,Engineering
5534,5,3,8,5,3,1,2,5,2,3,6,6,7,7,8,4,6,4,10,1,2,9,3,4,2,4,3,9,10,1,8,8,Pharmacy
5535,6,6,5,7,9,1,1,5,4,6,7,8,8,8,5,6,8,5,8,4,7,6,3,4,4,4,4,7,7,7,4,9,Engineering
5536,6,5,5,3,8,10,9,4,4,1,7,7,4,7,7,8,4,5,2,3,9,1,9,3,2,3,4,6,9,6,7,6,Finance / Banking
5537,5,3,4,5,4,3,3,2,3,2,4,2,7,10,5,7,8,7,6,5,7,6,2,4,1,3,4,7,9,3,8,8,Dentist
5538,5,1,1,7,6,5,7,10,2,8,9,6,5,8,6,10,8,7,5,6,9,3,8,5,6,5,5,8,5,8,8,9,Business / Management
5539,5,5,4,6,9,4,4,4,6,4,8,9,7,7,8,7,8,8,9,8,8,1,2,8,5,6,9,7,8,4,10,9,Teaching / Professor
5540,10,5,4,1,5,7,10,8,3,5,7,6,3,6,4,6,5,3,4,5,7,2,9,6,6,4,3,6,5,5,8,6,Finance / Banking
5541,7,5,3,3,6,1,3,6,9,8,8,6,4,8,7,8,5,6,5,10,5,2,3,10,8,8,7,7,9,4,8,9,Law
5542,8,3,3,1,6,7,8,9,4,4,6,8,3,8,4,5,6,3,1,2,4,1,9,5,6,6,3,7,7,8,6,5,CA / Accounting
5543,6,3,4,9,4,3,2,4,4,3,7,4,8,7,7,3,5,5,7,1,5,9,2,1,3,1,2,7,4,1,7,5,Pharmacy
5544,5,5,7,9,3,1,3,4,3,6,7,1,8,7,7,6,5,5,8,3,1,8,1,6,2,3,5,8,7,3,10,7,Pharmacy
5545,5,3,5,3,7,1,6,3,8,5,9,1,2,10,7,7,3,6,7,10,5,4,5,7,10,7,4,7,9,7,7,8,Civil Services
5546,5,3,2,2,6,4,6,6,8,5,5,1,5,7,8,6,8,7,7,10,6,2,2,8,2,5,5,5,8,5,10,9,Journalism / Media
5547,4,1,10,8,3,3,3,1,3,6,7,4,8,7,6,5,3,5,9,4,3,7,2,3,3,2,4,9,6,3,4,7,Pharmacy
5548,7,2,3,5,5,10,9,9,4,4,8,10,2,6,4,9,6,3,2,3,6,2,7,2,6,5,3,9,8,7,6,4,CA / Accounting
5549,4,3,8,6,5,2,3,2,4,5,6,4,10,5,8,6,5,5,3,5,3,10,1,5,3,2,5,9,8,3,8,7,MBBS / Doctor
5550,4,8,9,9,5,4,2,2,2,5,5,4,8,6,9,8,4,10,7,7,3,8,3,4,4,3,6,9,10,3,8,8,MBBS / Doctor
5551,5,9,5,5,5,3,5,5,6,5,6,6,3,10,8,8,7,10,7,10,6,2,2,7,4,7,8,7,6,4,9,7,Teaching / Professor
5552,10,7,9,2,8,3,7,7,6,3,10,9,6,6,8,6,6,5,8,6,7,7,6,5,4,5,4,8,6,7,6,5,Engineering
5553,4,6,10,8,2,1,1,1,1,1,7,3,9,7,5,5,4,5,6,4,6,7,4,3,4,2,4,6,7,1,6,6,Pharmacy
5554,2,1,2,1,6,2,6,5,9,6,4,4,1,7,10,5,9,10,7,10,6,3,4,5,2,8,8,6,10,6,9,10,Journalism / Media
5555,8,8,5,4,7,5,7,6,3,3,10,9,8,7,7,4,8,7,9,6,7,4,7,3,4,6,6,10,6,5,9,4,Engineering
5556,3,3,2,3,4,4,6,4,7,5,6,7,4,7,9,7,8,8,8,8,8,3,1,8,4,9,7,4,7,9,7,8,Journalism / Media
5557,5,5,8,8,2,1,4,4,3,5,6,7,6,8,6,5,1,6,6,5,3,9,2,1,3,3,4,7,7,4,5,8,Pharmacy
5558,8,3,3,3,4,7,7,8,3,7,7,7,5,8,7,6,4,5,4,7,7,2,8,2,5,3,4,10,4,6,5,6,Finance / Banking
5559,3,4,3,1,7,1,4,4,6,5,6,4,2,5,9,4,10,6,8,8,4,2,4,7,1,6,4,3,8,6,9,10,Journalism / Media
5560,5,5,6,4,5,3,6,4,8,5,7,5,4,10,5,7,7,9,6,6,1,1,4,10,8,8,6,9,9,5,10,6,Civil Services
5561,5,3,2,6,6,1,5,10,2,4,8,6,5,8,7,7,7,4,3,8,5,4,6,4,1,7,4,2,8,7,6,9,Business / Management
5562,2,3,1,2,2,2,4,5,10,6,6,3,4,6,7,8,6,5,5,7,6,2,4,7,7,8,5,6,9,6,5,7,Law
5563,2,5,3,3,3,5,4,3,9,6,6,2,1,7,10,7,10,9,9,7,4,3,1,6,4,6,5,4,8,6,6,10,Journalism / Media
5564,6,3,4,6,7,2,7,4,8,4,9,5,4,7,7,10,8,7,8,8,3,1,4,5,9,9,4,6,7,7,9,8,Civil Services
5565,10,2,5,3,6,8,10,6,4,4,9,8,3,8,4,8,5,4,6,3,7,2,10,4,2,5,5,4,5,9,7,6,Finance / Banking
5566,3,5,4,8,5,2,2,4,4,4,7,5,8,7,9,5,6,8,6,6,5,8,4,2,4,3,5,10,9,2,8,9,Dentist
5567,3,5,9,7,6,1,2,6,4,6,7,5,8,7,8,8,5,8,10,2,5,7,6,2,3,3,5,6,6,3,5,7,Pharmacy
5568,7,2,4,2,7,10,10,5,2,2,10,10,4,8,5,6,5,4,3,6,4,1,10,5,3,2,3,9,8,4,7,6,CA / Accounting
5569,7,6,5,3,10,5,4,6,5,3,9,9,8,6,7,7,10,5,6,5,10,4,5,3,5,3,5,10,5,7,6,7,Engineering
5570,7,6,6,6,6,3,6,4,6,9,5,7,5,5,5,6,10,10,7,7,5,4,6,7,5,5,6,6,5,2,5,9,Teaching / Professor
5571,7,3,7,3,6,7,7,10,2,5,8,8,6,9,10,10,5,8,3,8,7,3,6,2,3,6,3,5,8,7,8,9,Business / Management
5572,10,8,7,5,9,2,5,6,5,6,8,7,7,8,8,3,7,5,4,6,8,3,7,6,5,5,5,10,8,5,5,7,Engineering
5573,2,5,6,6,5,3,5,6,6,7,6,6,7,5,8,9,6,8,9,10,6,3,4,6,3,5,7,9,7,2,10,7,Teaching / Professor
5574,5,4,4,5,5,6,8,9,4,6,10,7,3,8,7,6,7,6,7,9,6,2,6,2,4,6,5,4,7,8,10,9,Business / Management
5575,5,5,1,4,6,5,5,3,9,5,10,3,4,9,9,6,5,8,5,9,7,2,3,10,10,7,4,7,10,7,8,8,Civil Services
5576,3,4,2,2,7,1,6,5,4,5,5,4,1,7,6,5,9,6,6,10,6,2,5,7,6,8,6,4,6,4,8,6,Journalism / Media
5577,3,2,3,3,7,5,4,5,9,9,9,5,3,7,7,6,8,8,8,8,5,7,6,7,5,10,6,7,8,4,10,8,Law
5578,5,2,4,3,6,8,6,8,3,7,6,8,3,7,5,6,7,3,2,5,5,1,10,5,4,3,6,8,8,4,7,6,CA / Accounting
5579,5,3,7,4,9,4,7,6,3,4,10,4,3,5,8,7,9,3,4,4,6,2,6,4,5,7,5,4,7,7,9,8,Business / Management
5580,7,4,8,9,4,3,3,4,5,4,6,5,8,7,8,6,6,8,9,4,6,10,3,3,3,3,5,9,7,2,8,9,Dentist
5581,4,5,8,5,8,5,7,3,6,6,9,6,6,4,7,8,9,8,10,8,7,5,5,8,3,4,9,10,10,5,7,8,Teaching / Professor
5582,4,3,1,2,5,5,7,5,9,8,7,4,3,9,9,7,7,4,4,9,2,1,6,8,7,9,9,10,6,2,6,10,Law
5583,6,6,6,3,10,2,6,4,5,3,8,7,5,9,6,6,9,7,5,5,7,3,3,6,4,3,6,3,3,7,7,6,Engineering
5584,3,2,6,5,6,5,1,5,3,4,4,6,5,6,4,3,6,2,5,2,6,8,5,3,3,1,1,9,6,3,5,7,Pharmacy
5585,6,4,8,7,5,4,1,5,2,4,5,3,9,7,5,5,3,6,8,2,5,9,2,4,3,3,4,6,6,3,4,9,Pharmacy
5586,8,3,1,1,5,9,9,7,3,5,6,9,1,8,7,5,1,5,6,2,4,3,7,1,2,3,5,8,8,4,8,7,CA / Accounting
5587,4,5,4,6,5,2,2,5,4,8,8,2,5,8,8,4,7,7,8,6,5,7,5,7,5,5,7,6,4,1,9,7,Psychology
5588,1,3,3,5,2,4,2,5,9,3,6,4,6,5,8,5,9,5,8,9,3,1,4,7,3,6,4,5,6,8,7,10,Journalism / Media
5589,2,1,5,7,5,2,3,3,4,10,9,4,6,8,9,5,8,10,5,6,5,4,2,10,5,4,8,6,8,4,7,8,Psychology
5590,6,1,2,2,5,7,6,7,1,1,8,7,3,6,4,6,4,3,2,5,5,3,6,5,5,4,1,8,4,3,7,5,CA / Accounting
5591,4,5,4,4,6,4,2,2,7,4,5,5,5,6,8,6,7,7,10,9,5,6,1,8,8,6,9,10,8,2,8,7,Teaching / Professor
5592,5,4,2,2,5,5,3,9,4,5,6,3,2,10,7,9,6,5,3,6,6,5,9,5,3,3,2,8,5,7,8,4,Business / Management
5593,4,4,8,7,5,1,1,2,4,4,6,6,7,8,6,5,8,8,7,5,4,7,4,3,1,3,4,7,8,4,8,6,Dentist
5594,2,4,1,3,6,4,10,10,6,4,9,7,3,8,9,8,8,6,3,6,5,4,6,5,2,3,3,5,7,8,6,8,Business / Management
5595,3,1,5,1,4,1,4,4,7,7,7,2,2,3,10,5,9,5,5,10,7,2,3,9,5,6,1,4,5,5,7,10,Journalism / Media
5596,7,5,9,10,8,5,4,5,4,3,8,5,10,10,7,10,7,7,6,3,7,9,2,5,5,5,5,8,9,4,10,8,MBBS / Doctor
5597,5,4,10,8,5,1,5,3,2,5,9,5,7,7,7,6,5,3,8,4,5,10,6,6,2,3,4,7,7,2,7,4,Pharmacy
5598,5,5,6,3,2,3,2,6,7,8,7,7,6,7,10,4,9,5,7,9,5,4,3,7,4,4,9,8,6,3,8,7,Teaching / Professor
5599,3,6,2,1,3,3,7,7,3,3,5,4,5,10,10,9,6,4,5,6,7,5,7,7,2,5,5,4,8,9,10,8,Business / Management
5600,8,1,2,4,5,9,9,6,3,5,6,8,1,10,6,7,3,6,4,6,6,1,10,4,3,2,5,8,8,5,6,6,CA / Accounting
5601,3,4,3,3,6,2,4,4,6,10,8,3,6,5,6,4,6,9,6,7,3,6,1,6,4,4,10,10,3,1,5,6,Psychology
5602,5,4,3,8,5,2,4,5,2,3,8,2,7,8,7,4,8,4,1,4,4,10,1,3,4,3,6,7,7,4,8,7,Dentist
5603,3,4,6,5,2,6,9,7,8,6,10,4,4,9,9,9,6,10,6,9,4,1,5,10,10,9,6,9,10,5,8,9,Civil Services
5604,3,1,2,9,4,1,5,6,6,9,3,3,6,10,8,7,8,9,6,6,7,3,2,7,4,5,8,8,6,4,9,10,Psychology
5605,4,4,3,2,7,3,6,8,2,6,7,8,4,7,7,9,8,7,5,10,8,1,6,6,2,6,6,7,6,9,9,8,Business / Management
5606,5,7,5,9,4,1,3,2,5,6,6,5,8,5,6,6,5,9,7,4,4,10,2,4,2,2,7,10,7,3,10,7,MBBS / Doctor
5607,4,2,1,1,4,10,7,8,2,2,10,10,2,6,9,5,5,5,4,2,5,1,9,4,3,4,4,6,6,4,6,4,CA / Accounting
5608,5,5,9,7,5,2,5,5,1,6,7,2,8,9,6,7,6,6,8,3,7,8,3,6,4,3,4,7,7,1,8,5,Pharmacy
5609,3,3,1,4,7,1,7,9,5,4,8,6,5,8,8,10,8,6,6,7,5,4,9,7,5,1,4,5,7,10,7,10,Business / Management
5610,7,5,10,8,3,3,5,5,4,6,7,8,10,7,8,5,6,4,9,4,5,10,5,7,5,3,4,8,10,4,7,7,Pharmacy
5611,5,2,3,2,5,3,5,5,9,8,8,6,3,3,9,8,10,7,6,6,5,4,9,8,7,10,6,8,5,6,7,9,Law
5612,8,10,8,5,7,2,4,7,7,5,8,10,6,9,7,5,7,4,9,8,9,3,3,5,4,4,6,7,7,7,7,6,Engineering
5613,5,3,10,7,5,1,2,3,3,6,5,4,9,7,8,5,5,6,8,8,6,10,4,3,1,2,5,8,8,4,3,5,Pharmacy
5614,1,5,7,2,2,3,3,5,6,6,5,2,6,7,9,7,10,7,2,8,7,1,4,8,5,8,3,8,7,7,9,9,Journalism / Media
5615,2,2,1,1,4,5,3,4,7,5,6,2,6,5,9,7,6,6,8,8,5,4,5,4,3,9,3,7,7,7,6,7,Law
5616,6,7,5,4,8,5,7,8,2,4,10,8,9,9,9,8,9,5,7,5,7,6,5,4,6,3,3,9,6,7,8,7,Engineering
5617,2,2,5,4,4,2,4,4,7,7,8,4,4,6,8,6,7,10,9,7,3,5,2,8,5,3,5,7,6,2,6,6,Psychology
5618,5,4,4,5,6,2,2,5,4,8,8,6,5,6,9,5,8,9,8,9,4,4,4,6,3,2,8,7,6,4,5,7,Psychology
5619,4,4,3,4,4,2,5,4,8,6,9,3,4,9,8,10,5,9,7,8,4,4,3,9,10,7,7,9,9,5,10,10,Civil Services
5620,7,4,4,4,6,2,3,5,8,6,4,7,3,5,8,7,6,9,8,8,3,5,3,4,3,7,9,8,5,4,5,8,Teaching / Professor
5621,7,4,3,1,7,2,4,5,5,4,4,8,7,8,7,4,9,3,7,2,7,5,3,5,4,3,6,6,4,5,7,6,Engineering
5622,2,1,1,3,5,1,5,5,7,6,7,4,4,4,7,7,7,5,5,8,5,2,2,8,4,7,3,7,6,6,8,10,Journalism / Media
5623,1,2,2,7,5,4,6,3,6,6,8,5,3,9,9,5,10,5,7,10,7,4,1,7,5,7,5,4,8,6,10,10,Journalism / Media
5624,5,3,5,3,4,1,4,5,6,5,8,4,1,6,8,6,7,5,6,9,6,3,2,10,8,8,6,6,6,7,7,9,Law
5625,6,2,3,2,5,3,5,7,10,5,6,4,3,9,10,5,7,9,7,7,3,3,7,8,5,8,8,5,7,4,7,8,Law
5626,5,1,7,7,1,5,5,3,4,5,8,6,9,10,9,8,10,10,5,7,5,10,4,5,1,3,3,6,6,5,7,7,Dentist
5627,1,4,1,4,6,3,5,6,4,10,9,6,6,7,8,9,7,10,5,7,5,4,5,10,6,5,8,7,7,5,8,8,Psychology
5628,4,1,2,6,3,3,2,2,4,9,6,3,7,6,7,4,8,10,9,5,4,8,3,7,4,6,8,5,7,3,8,9,Psychology
5629,3,1,1,3,6,1,5,5,6,5,6,3,4,7,8,7,10,4,9,9,5,4,3,7,7,7,7,7,8,6,6,9,Journalism / Media
5630,7,4,2,1,6,8,7,9,4,5,10,8,3,7,7,4,3,4,5,6,4,2,10,2,3,2,5,7,9,5,6,5,CA / Accounting
5631,4,3,4,3,4,4,5,3,8,6,9,4,3,8,8,7,5,5,4,7,5,2,2,6,7,4,6,7,9,5,9,10,Civil Services
5632,7,5,4,10,8,2,2,4,5,7,6,4,6,6,8,6,6,8,7,5,7,10,2,5,4,2,8,8,8,5,8,8,MBBS / Doctor
5633,3,3,4,4,6,4,3,6,9,6,6,2,1,6,8,5,8,6,7,8,5,3,6,10,6,8,8,7,4,6,9,5,Journalism / Media
5634,7,2,4,3,5,3,6,5,8,6,8,6,3,10,9,10,5,8,10,9,5,2,3,7,10,7,5,9,9,4,6,8,Civil Services
5635,2,3,1,1,3,3,4,4,7,5,9,1,3,9,8,7,8,4,6,6,5,4,5,6,9,10,3,7,6,5,8,7,Law
5636,6,8,4,4,10,5,5,9,3,6,6,8,5,9,6,6,9,4,7,6,7,3,4,6,6,4,5,6,8,6,7,6,Engineering
5637,9,5,5,3,8,4,3,5,5,4,8,8,7,9,6,4,8,6,6,2,8,3,2,4,2,5,5,4,7,6,8,5,Engineering
5638,4,3,6,3,4,2,6,6,10,6,8,4,4,8,9,5,7,8,6,10,6,2,3,9,6,9,5,9,4,7,7,10,Law
5639,6,5,9,9,6,3,5,7,4,6,7,5,8,9,7,6,1,10,9,7,5,8,1,6,7,4,8,10,7,6,10,7,MBBS / Doctor
5640,5,3,6,8,4,1,1,5,4,7,10,7,8,8,6,5,7,5,5,6,5,10,3,3,6,4,7,8,8,5,8,7,Dentist
5641,4,1,4,4,6,2,4,3,6,3,8,5,2,9,10,6,10,6,4,9,4,4,1,10,5,7,6,7,5,7,7,9,Journalism / Media
5642,5,5,1,5,5,4,5,4,7,8,7,5,3,9,6,6,4,5,7,6,3,1,4,7,6,10,2,8,7,6,6,10,Law
5643,5,4,2,2,6,1,4,5,7,7,10,7,2,10,7,8,7,9,7,10,4,4,7,9,5,9,6,9,6,4,9,10,Law
5644,10,6,7,5,9,3,7,8,3,6,5,9,5,8,5,6,9,3,7,5,10,5,3,4,7,6,4,7,7,6,5,6,Engineering
5645,9,4,7,3,7,3,7,5,10,6,5,5,4,9,10,8,5,9,7,8,5,2,3,7,10,9,5,7,7,5,10,7,Civil Services
5646,7,3,5,5,6,2,7,5,5,6,9,6,8,8,7,5,6,9,10,9,6,5,3,6,5,7,9,7,8,1,6,8,Teaching / Professor
5647,1,2,4,2,5,1,3,4,6,4,8,3,3,7,6,7,9,6,10,9,7,2,4,10,6,6,6,5,5,6,7,10,Journalism / Media
5648,5,6,5,8,6,3,7,4,5,3,6,6,7,7,7,7,4,9,10,5,4,4,6,6,5,5,7,8,5,4,6,8,Teaching / Professor
5649,1,1,1,1,5,2,5,5,4,4,7,3,3,6,7,5,9,5,6,9,5,4,4,8,6,5,5,6,5,8,9,8,Journalism / Media
5650,8,5,5,2,5,7,8,10,3,2,9,9,3,7,9,5,3,4,4,3,7,4,7,2,5,4,3,8,6,4,8,6,Finance / Banking
5651,4,3,2,2,2,1,3,6,8,5,7,3,1,7,8,7,5,5,6,8,4,2,7,5,7,9,4,7,5,3,6,10,Law
5652,6,4,5,8,6,3,5,2,5,7,7,5,6,8,10,3,7,7,10,8,5,3,5,4,5,6,10,7,6,5,7,6,Teaching / Professor
5653,5,4,3,9,6,2,1,4,2,5,7,6,9,8,8,4,7,3,8,4,6,10,3,5,5,1,4,9,7,4,9,9,MBBS / Doctor
5654,10,9,2,2,7,1,5,5,2,5,9,7,7,5,5,6,7,5,7,4,9,5,4,5,4,3,6,6,7,6,7,5,Engineering
5655,4,2,10,7,5,4,1,3,6,7,7,4,10,9,8,5,4,8,8,5,6,10,4,5,4,1,4,9,7,4,10,6,Pharmacy
5656,5,7,7,8,4,5,4,3,2,5,7,7,9,10,7,6,9,7,7,4,7,8,1,3,3,3,6,10,10,4,7,6,Dentist
5657,8,7,6,8,6,3,5,5,7,5,8,4,6,8,10,10,7,9,10,10,7,2,2,5,5,8,9,8,9,3,9,8,Teaching / Professor
5658,2,2,8,8,5,4,2,2,2,3,5,5,7,8,3,4,3,6,8,6,6,5,4,3,4,1,6,7,5,2,4,4,Pharmacy
5659,3,1,2,7,4,3,2,6,3,8,4,5,5,8,8,6,7,8,8,7,8,4,4,10,3,5,9,10,4,3,10,10,Psychology
5660,3,3,3,1,4,4,7,4,7,6,6,5,2,8,10,8,7,6,8,8,6,4,3,8,8,8,7,8,8,4,5,8,Civil Services
5661,1,1,3,2,4,1,2,3,9,5,8,6,4,6,7,6,5,5,6,5,3,3,5,8,7,10,4,8,7,4,4,8,Civil Services
5662,2,3,1,3,2,3,7,8,2,3,5,3,3,6,6,9,5,2,2,6,5,1,4,2,2,3,5,5,5,8,8,5,Business / Management
5663,9,7,6,4,7,3,6,4,3,3,9,9,8,10,6,7,8,5,6,9,8,3,5,5,2,6,5,6,9,8,6,9,Engineering
5664,6,6,8,8,9,4,3,3,5,4,9,5,10,10,10,8,8,10,7,10,7,10,2,6,6,5,10,9,10,4,10,7,MBBS / Doctor
5665,4,2,3,3,2,3,3,5,5,9,9,3,6,5,8,3,5,8,7,6,5,2,4,6,2,5,7,7,8,4,8,6,Psychology
5666,1,1,3,4,4,3,4,4,7,6,7,6,1,4,5,4,10,6,4,8,7,4,4,8,2,9,6,5,7,5,10,9,Journalism / Media
5667,9,3,4,1,5,6,8,7,4,4,9,10,5,5,6,6,3,6,8,3,9,3,9,5,3,6,6,7,7,5,8,6,Finance / Banking
5668,7,6,7,10,5,3,5,4,4,6,7,6,6,9,5,6,6,8,8,6,3,10,3,5,4,1,7,10,8,4,9,10,MBBS / Doctor
5669,9,8,5,5,7,3,5,4,3,4,8,6,8,7,5,5,7,2,8,4,10,3,4,7,3,6,5,7,7,7,6,4,Engineering
5670,9,7,4,3,9,5,2,8,4,5,7,8,7,7,5,7,5,5,6,3,10,2,2,4,3,4,5,7,7,5,8,6,Engineering
5671,2,3,9,7,5,3,2,6,1,4,6,6,10,6,6,3,4,6,8,4,4,8,2,3,2,1,3,8,5,1,7,4,Pharmacy
5672,2,2,2,2,4,2,5,5,8,6,7,5,4,7,7,4,7,5,4,7,5,3,5,7,7,9,5,6,8,6,6,9,Law
5673,5,5,7,8,5,1,4,2,4,7,6,7,10,7,7,8,3,8,6,7,5,10,1,6,3,5,7,6,8,5,6,7,MBBS / Doctor
5674,8,4,2,3,5,4,7,9,2,7,4,5,6,8,7,10,7,3,5,4,5,3,6,5,2,6,2,7,6,10,7,10,Business / Management
5675,6,7,6,10,5,1,1,4,3,5,8,8,8,9,7,6,5,10,7,6,5,10,2,8,5,4,7,10,9,4,9,10,MBBS / Doctor
5676,6,6,6,8,5,1,4,5,1,3,8,4,7,9,8,8,6,7,9,4,6,10,2,4,2,4,6,7,6,3,4,9,Dentist
5677,3,4,7,7,5,2,2,5,2,5,8,4,10,5,8,5,4,7,6,1,3,6,1,4,4,2,7,6,8,2,7,5,Pharmacy
5678,4,4,4,6,2,3,3,4,4,9,9,5,2,9,6,4,7,10,8,4,4,5,2,7,3,3,8,6,4,2,7,9,Psychology
5679,6,3,3,4,4,8,8,5,4,3,7,4,3,9,4,6,5,3,5,5,6,2,9,5,1,6,6,7,6,6,6,3,CA / Accounting
5680,6,5,1,3,6,4,5,8,8,5,8,5,1,9,9,9,7,4,6,10,5,3,2,8,9,8,6,8,9,5,8,10,Civil Services
5681,2,4,4,5,2,4,6,3,6,6,8,5,2,7,10,6,7,4,8,8,5,5,5,10,8,9,4,6,6,3,8,9,Law
5682,6,6,8,6,3,3,3,3,4,5,6,5,6,8,7,7,9,7,8,6,7,9,5,6,6,2,7,9,7,4,8,9,MBBS / Doctor
5683,4,5,6,10,5,3,4,4,5,8,8,1,10,9,10,6,8,7,4,5,7,9,3,7,2,3,3,10,9,3,6,10,Dentist
5684,7,4,2,1,5,10,6,5,2,2,6,9,4,7,7,2,5,5,3,2,5,3,8,3,2,6,3,8,8,4,4,6,CA / Accounting
5685,8,10,9,5,10,4,7,4,4,4,6,10,7,8,5,6,10,9,5,5,8,6,5,4,5,4,8,8,9,3,8,10,Engineering
5686,3,2,3,2,6,5,4,9,4,4,6,7,4,10,10,9,7,5,3,7,8,1,8,6,4,4,5,7,7,8,10,8,Business / Management
5687,7,5,1,3,4,7,6,9,5,4,9,8,4,7,7,6,5,2,4,7,7,1,9,2,3,4,5,7,9,5,5,6,Finance / Banking
5688,5,4,8,9,5,6,6,4,3,5,8,5,9,7,7,4,8,6,4,5,6,9,3,3,2,2,6,9,5,6,4,7,Dentist
5689,2,5,6,9,5,2,5,7,3,4,10,3,8,10,6,8,7,10,2,4,2,7,6,4,4,1,4,10,10,4,7,7,Dentist
5690,8,6,5,6,7,4,5,2,2,3,6,7,7,10,6,5,3,4,6,4,10,5,4,2,2,3,3,7,7,4,8,5,Engineering
5691,1,1,2,2,3,4,4,3,9,5,7,3,1,5,8,7,5,5,5,7,3,3,3,7,5,9,4,5,6,5,6,6,Law
5692,4,3,2,4,5,3,3,2,5,7,7,5,8,6,7,6,9,9,6,3,4,4,2,6,6,3,7,7,5,5,10,7,Psychology
5693,5,4,7,2,3,3,6,5,10,6,7,6,7,6,10,10,7,8,8,9,3,1,6,7,9,9,5,10,4,6,8,9,Civil Services
5694,5,4,4,6,7,2,2,6,7,6,6,6,5,6,10,8,8,9,6,10,7,5,4,6,6,7,9,10,2,1,9,9,Teaching / Professor
5695,5,3,9,10,5,2,3,4,4,6,5,3,8,8,7,7,6,6,6,4,6,8,3,4,4,5,4,9,6,3,7,8,Pharmacy
5696,7,2,3,4,7,9,9,6,1,5,10,10,2,7,6,5,3,5,5,3,4,2,9,5,4,6,5,10,8,4,6,6,CA / Accounting
5697,6,3,4,5,5,3,7,5,8,4,5,3,3,10,9,9,7,7,6,6,3,2,5,6,7,10,3,9,7,4,7,7,Law
5698,5,2,4,8,4,4,3,4,4,8,5,4,6,9,9,7,5,5,6,4,6,8,1,8,5,5,5,7,9,6,6,7,MBBS / Doctor
5699,5,4,3,4,6,4,4,5,9,4,10,4,5,7,9,7,10,7,8,9,5,1,3,9,8,7,7,3,5,5,10,8,Journalism / Media
5700,7,6,1,6,3,2,3,5,6,5,7,5,6,7,8,7,6,9,7,9,6,2,6,8,9,6,8,6,4,3,9,8,Civil Services
5701,3,4,5,5,4,3,5,4,10,5,6,3,4,8,7,7,6,5,4,8,3,1,4,10,5,9,5,7,5,3,7,9,Civil Services
5702,4,1,5,2,6,2,3,7,7,5,8,2,1,5,7,9,8,9,7,9,7,2,7,8,6,9,7,10,5,7,7,8,Law
5703,7,4,7,8,4,1,2,4,4,5,6,5,7,9,10,6,7,8,4,4,4,7,5,4,1,4,4,9,9,4,7,9,Dentist
5704,4,4,10,9,4,3,4,4,1,7,4,8,8,9,5,6,3,6,6,4,8,9,4,4,2,6,2,10,7,3,8,6,Pharmacy
5705,6,4,5,4,7,1,4,5,7,5,9,7,7,7,10,8,10,5,9,9,6,5,5,7,5,2,10,6,8,5,6,10,Teaching / Professor
5706,8,2,2,3,5,9,4,6,2,6,10,7,4,10,5,4,7,4,7,4,8,3,9,4,4,5,5,9,7,7,9,7,CA / Accounting
5707,7,3,4,6,3,3,4,6,4,4,7,5,6,6,7,5,8,5,4,3,4,8,1,2,1,2,3,7,5,3,3,8,Dentist
5708,5,5,5,9,6,2,1,3,2,3,6,7,8,7,8,7,3,10,6,6,4,6,2,3,6,1,6,10,8,3,5,5,MBBS / Doctor
5709,10,4,3,1,5,8,5,8,1,3,5,9,4,6,5,7,6,4,3,3,5,1,7,5,4,2,5,10,8,3,9,6,CA / Accounting
5710,9,10,6,4,10,6,5,5,6,5,10,10,7,10,7,5,6,5,9,7,10,5,5,6,5,5,4,7,6,9,10,4,Engineering
5711,5,6,9,3,10,7,7,8,9,7,7,7,6,9,9,10,7,8,5,7,9,2,5,6,5,4,3,10,9,9,10,10,Business / Management
5712,3,1,9,7,2,1,5,6,5,7,6,4,10,8,7,6,5,7,8,6,4,6,3,4,3,1,4,6,5,3,4,5,Pharmacy
5713,1,1,6,5,4,1,4,3,5,9,5,5,8,7,8,4,6,8,4,5,3,6,4,8,3,5,6,7,6,3,7,6,Psychology
5714,3,4,9,9,4,4,2,8,5,2,5,4,6,6,5,5,7,8,6,4,5,7,4,1,2,1,9,8,10,4,8,8,Dentist
5715,6,5,2,2,6,6,10,9,5,2,9,10,2,6,5,4,7,6,5,4,6,5,8,3,4,2,4,9,7,8,4,5,Finance / Banking
5716,4,5,2,3,8,6,6,5,10,10,7,7,5,7,10,6,7,7,5,9,4,3,7,10,8,10,8,6,8,5,7,7,Law
5717,5,4,1,1,7,2,7,4,8,5,5,2,1,10,8,8,4,4,4,7,2,2,4,7,9,8,4,9,8,2,8,8,Civil Services
5718,3,6,9,9,7,4,4,4,6,4,7,6,7,10,9,8,6,7,5,5,7,10,5,5,4,4,5,10,8,5,9,7,MBBS / Doctor
5719,6,4,8,9,6,6,5,4,3,3,7,6,9,6,5,4,6,7,8,5,5,7,3,4,4,2,2,8,4,3,4,7,Pharmacy
